season,fthg,ftag,odd_h,odd_d,odd_a,target
2014,1,0,1.4,5.5,11.26,11
2014,0,0,1.57,4.6,7.45,10
2014,2,0,2.27,3.4,4.1,12
2014,1,0,2.29,3.5,3.7,11
2014,2,2,2.34,3.3,4.05,10
2014,0,0,3.45,3.55,2.48,10
2014,2,0,2.29,3.45,3.7,12
2014,1,1,8,4.65,1.56,10
2014,1,3,1.86,3.7,5.8,8
2014,0,1,3.05,3.4,2.77,9
2014,0,0,2.82,3.45,2.85,10
2014,1,1,2.87,3.2,3,10
2014,0,4,3.2,3.5,2.61,6
2014,0,0,2.49,3.4,3.4,10
2014,2,3,9,5.6,1.46,9
2014,3,0,1.24,8.3,20.06,13
2014,2,0,2.16,3.6,3.85,12
2014,1,0,1.44,5.4,11.37,11
2014,0,0,2.37,3.4,3.75,10
2014,6,0,1.15,19.19,56,16
2014,1,0,3.13,3.15,2.8,11
2014,1,3,2.12,3.45,4.2,8
2014,0,2,5.3,3.65,1.87,8
2014,1,2,2.2,3.5,4.2,9
2014,3,0,1.26,8,21.74,13
2014,4,0,1.36,6.7,13,14
2014,0,0,2.35,3.28,3.8,10
2014,2,2,3.1,3.25,2.84,10
2014,1,1,3.85,3.7,2.2,10
2014,1,2,3.05,3.64,3.6,9
2014,1,0,2.85,3.25,3.05,11
2014,4,1,2.13,3.85,3.95,13
2014,4,0,1.16,14,39,14
2014,0,2,1.7,4.2,6.2,8
2014,1,0,2.25,3.41,3.9,11
2014,4,2,2.92,3.55,2.7,12
2014,1,1,2.2,3.45,4,10
2014,3,0,1.41,5.4,11,13
2014,1,0,2.45,3.4,3.5,11
2014,0,3,16,7.2,1.36,7
2014,0,2,7.2,4.37,1.67,8
2014,3,1,4.02,3.45,2.33,12
2014,0,4,3,3.25,2.85,6
2014,1,2,1.72,4,6.3,9
2014,2,2,3.8,3.3,2.32,10
2014,1,2,2.47,3.54,3.35,9
2014,3,3,3.19,3.25,2.76,10
2014,0,0,2.16,3.8,3.85,10
2014,3,1,1.42,4.9,10.5,12
2014,0,1,1.87,3.98,5.42,9
2014,1,2,1.87,3.6,5.4,9
2014,3,1,1.21,8.6,25,12
2014,1,3,2.75,3.25,3.17,8
2014,0,1,2.75,3.65,3,9
2014,0,0,1.89,3.84,4.95,10
2014,1,1,2.25,3.3,4,10
2014,3,2,1.51,5.5,13.41,11
2014,0,2,7,4.35,1.67,8
2014,2,2,1.85,3.55,5.73,10
2014,1,1,2.07,3.85,5.79,10
2014,3,0,1.17,15,36,13
2014,1,1,1.81,3.9,5.5,10
2014,0,1,8,4.3,1.63,9
2014,3,1,9.2,5.8,1.56,12
2014,2,1,1.84,3.8,6.5,11
2014,3,0,8.8,5.7,1.45,13
2014,2,0,1.5,4.8,12,12
2014,1,0,1.65,4.2,8,11
2014,4,1,1.38,5.5,11,13
2014,1,0,1.23,9,20,11
2014,2,2,2.04,3.9,4.2,10
2014,3,1,2.5,3.51,3.32,12
2014,1,0,1.86,3.75,6,11
2014,0,2,3.7,3.33,2.6,8
2014,0,0,2.75,3.3,3.1,10
2014,2,4,3.55,3.45,2.4,8
2014,1,0,2.18,3.25,4.3,11
2014,2,1,1.75,4.2,6.7,11
2014,0,4,3.13,3.3,2.95,6
2014,1,2,2.98,3.44,2.75,9
2014,3,1,3.82,3.46,2.5,12
2014,0,1,3.46,3.84,2.3,9
2014,0,0,2.25,3.3,3.92,10
2014,4,3,1.4,6.6,13,11
2014,1,1,1.88,3.5,5.5,10
2014,0,2,3.74,3.6,2.28,8
2014,1,0,4.15,3.75,2.1,11
2014,0,2,3.6,3.35,2.47,8
2014,2,1,1.52,4.6,7.8,11
2014,3,0,9,4.25,1.63,13
2014,1,0,1.33,6.5,14,11
2014,0,4,13,7.1,1.33,6
2014,2,3,2.76,3.32,3.2,9
2014,2,4,7.9,4.6,1.56,8
2014,2,0,2.46,3.3,3.65,12
2014,1,0,2.2,3.65,4.35,11
2014,1,1,1.52,4.63,9.7,10
2014,3,2,1.49,4.5,10.5,11
2014,0,0,1.79,4.12,5,10
2014,0,3,2.38,3.3,3.9,7
2014,2,2,2.85,3.3,3.25,10
2014,1,1,1.41,6,14,10
2014,1,2,3.1,3.3,3.3,9
2014,3,2,2.2,3.48,4.95,11
2014,0,0,1.64,4.15,6.8,10
2014,4,0,1.4,5.3,10.51,14
2014,2,0,2.5,3.2,3.9,12
2014,0,0,1.73,3.98,5.9,10
2014,3,0,1.28,7.6,13,13
2014,1,1,4.55,3.8,2.09,10
2014,1,0,2.66,3.45,3.05,11
2014,1,0,5.6,3.84,1.8,11
2014,3,1,2.55,3.3,3.44,12
2014,1,1,1.85,3.94,5.2,10
2014,0,3,4.05,3.8,2.1,7
2014,2,0,2.78,3.11,3.2,12
2014,1,1,1.93,3.6,5,10
2014,1,0,2.98,3.68,2.66,11
2014,0,1,1.83,3.95,5.25,9
2014,1,3,9,4.9,1.5,8
2014,5,1,1.18,8.8,23,14
2014,1,4,2.37,3.42,3.6,7
2014,1,0,1.53,4.6,8,11
2014,2,0,3.65,3.34,2.4,12
2014,0,2,3.15,3.25,2.7,8
2014,0,0,2.91,3.31,2.9,10
2014,2,0,2.54,3.29,3.46,12
2014,1,1,1.69,3.95,6.2,10
2014,0,2,2.22,3.25,4.3,8
2014,3,0,2.76,3.25,3.28,13
2014,1,1,1.45,5.3,8.75,10
2014,4,1,2.3,3.45,3.7,13
2014,2,0,1.36,5.8,12,12
2014,2,2,3.75,3.55,2.4,10
2014,0,1,4.1,3.54,2.14,9
2014,1,1,5.7,3.89,1.78,10
2014,0,2,4.05,3.5,2.2,8
2014,2,1,2.42,3.62,3.5,11
2014,4,1,1.06,26,67,13
2014,0,2,1.98,3.42,4.9,8
2014,1,1,1.82,3.76,5.4,10
2014,2,0,2.25,3.3,4.1,12
2014,0,0,2.46,3.34,3.6,10
2014,0,0,2.12,3.5,4.22,10
2014,1,0,1.93,4,4.52,11
2014,2,1,2.22,3.25,4.2,11
2014,1,0,3.34,3.8,2.3,11
2014,6,2,2.56,3.7,2.94,14
2014,1,0,1.37,5.7,12,11
2014,0,1,2.08,3.45,4.55,9
2014,2,3,6.4,3.78,2.75,9
2014,0,1,1.59,4.2,7.8,9
2014,1,6,12,6.7,1.32,5
2014,2,2,1.81,3.8,5.9,10
2014,1,1,2.35,3.3,3.81,10
2014,3,1,2.4,3.54,3.5,12
2014,4,0,2.13,4,3.8,14
2014,0,2,4.65,3.55,2.01,8
2014,2,2,1.83,3.9,5.35,10
2014,3,2,1.8,3.65,6.06,11
2014,0,3,5,3.8,1.89,7
2014,2,1,2.66,3.2,3.55,11
2014,1,1,3.58,3.6,2.42,10
2014,1,0,17.78,7.8,1.25,11
2014,1,0,3.06,3.4,2.65,11
2014,0,2,2.02,3.9,4.1,8
2014,0,3,11,5.3,1.41,7
2014,0,1,3.85,3.5,2.22,9
2014,0,1,2.08,3.4,5.02,9
2014,1,1,2.32,3.25,3.9,10
2014,2,1,1.34,6,12.5,11
2014,4,0,1.61,4.4,7.75,14
2014,1,2,2.33,3.6,3.6,9
2014,2,0,1.96,3.75,5.03,12
2014,1,1,2.92,3.55,2.72,10
2014,2,0,3.5,3.5,2.36,12
2014,2,1,2.34,3.15,3.95,11
2014,1,0,2.9,3.35,2.78,11
2014,3,1,1.78,5.9,6.2,12
2014,2,0,1.7,4.2,6.16,12
2014,3,0,1.09,17,42.68,13
2014,2,0,2.14,3.3,4.7,12
2014,1,0,1.65,4.2,6.8,11
2014,0,1,8.6,5.4,1.46,9
2014,1,2,2.6,3.1,3.45,9
2014,1,3,3.9,3.7,2.16,8
2014,0,0,2.2,3.3,4.2,10
2014,0,1,1.7,3.9,6.4,9
2014,1,1,2.3,3.74,3.54,10
2014,4,2,1.85,3.55,5.6,12
2014,1,1,2.44,3.4,3.5,10
2014,1,0,2.45,3.45,3.5,11
2014,1,0,1.42,5.16,10,11
2014,0,2,2.51,3.3,3.45,8
2014,2,3,1.51,5,7.5,9
2014,3,3,2.29,3.34,3.9,10
2014,1,2,2.46,3.65,3.2,9
2014,1,1,3.65,3.35,2.38,10
2014,0,1,13,6.8,1.31,9
2014,2,3,2.49,3.4,3.3,9
2014,1,2,3.4,3.3,2.52,9
2014,2,4,2.33,3.75,3.35,8
2014,1,0,2.92,3.64,2.75,11
2014,3,1,2.35,3.4,3.7,12
2014,2,1,1.24,8.47,15.17,11
2014,1,0,1.38,5.5,12,11
2014,0,0,2.26,3.37,3.94,10
2014,0,2,4.1,3.7,2.18,8
2014,2,1,1.35,5.7,12,11
2014,0,0,1.6,4.05,8.6,10
2014,0,3,2.1,3.6,4.75,7
2014,0,1,2.29,3.4,3.88,9
2014,4,2,1.6,4.25,7.6,12
2014,0,2,6.7,4.55,1.59,8
2014,1,2,1.53,4.9,7.8,9
2014,1,1,2.83,3.6,2.96,10
2014,1,0,7.9,4.6,1.55,11
2014,1,2,2.01,3.58,4.8,9
2014,3,1,1.84,3.98,5.34,12
2014,0,1,2.72,3.35,3.15,9
2014,2,0,2.39,3.3,3.94,12
2014,1,1,4,3.7,2.18,10
2014,2,0,2.7,3.44,3,12
2014,1,1,2,3.36,5.1,10
2014,3,1,2.64,3.27,3.25,12
2014,0,0,2.7,3.41,3,10
2014,2,1,2.2,3.6,3.82,11
2014,3,0,2.58,3.23,3.45,13
2014,0,3,2.58,3.65,3,7
2014,2,0,1.39,5.5,11,12
2014,0,2,3.25,3.3,2.57,8
2014,2,4,1.81,3.8,5.5,8
2014,0,1,8.2,4.7,1.56,9
2014,1,4,2.06,3.6,4.41,7
2014,3,1,1.62,4.1,7.57,12
2014,2,3,2.89,3.3,3.13,9
2014,1,0,2.22,3.7,3.74,11
2014,0,1,8.5,4.85,2.33,9
2014,2,1,2.34,3.32,3.78,11
2014,7,0,1.07,20,56,17
2014,4,1,1.43,5.2,10.08,13
2014,0,1,3.9,3.6,2.25,9
2014,1,1,2.26,3.55,3.75,10
2014,3,2,1.43,5.1,10.5,11
2014,3,1,2.25,3.8,3.54,12
2014,0,2,2.09,3.5,4.21,8
2014,0,1,9,5,1.49,9
2014,2,3,1.53,4.7,9,9
2014,0,2,12.45,7,1.29,8
2014,2,0,2.28,3.29,4,12
2014,1,0,1.93,3.61,5.53,11
2014,2,1,2.94,3.98,6.5,11
2014,0,0,1.61,4.05,8.24,10
2014,6,0,1.93,3.8,5.1,16
2014,1,0,1.35,6.1,12,11
2014,2,0,2.4,3.36,3.55,12
2014,0,2,4.9,4.02,1.85,8
2014,1,1,2.08,3.41,5.2,10
2014,1,1,1.75,3.78,6.2,10
2014,1,1,2.5,3.5,3.18,10
2014,5,0,1.17,11.28,26,15
2014,0,3,5.9,4.8,1.63,7
2014,3,1,1.74,3.85,6.56,12
2014,1,0,2.02,3.99,4.25,11
2014,3,6,12,6.2,1.38,7
2014,1,0,2.06,3.45,4.6,11
2014,3,2,1.8,3.8,5.9,11
2014,0,2,7.3,3.94,1.67,8
2014,3,1,1.52,4.95,7.8,12
2014,3,0,2.18,3.6,4,13
2014,1,1,2.43,3.45,3.35,10
2014,0,1,1.74,3.84,6.6,9
2014,2,0,2.3,3.34,3.8,12
2014,1,1,2.58,3.4,3.15,10
2014,1,2,1.52,4.65,9.3,9
2014,0,1,9,4.8,1.46,9
2014,1,0,1.63,4.05,7.6,11
2014,1,2,3.15,3.5,2.81,9
2014,2,3,1.76,4.85,5.8,9
2014,1,4,2.25,3.3,4.1,7
2014,0,1,1.84,3.8,5.3,9
2014,1,1,2.06,3.42,4.5,10
2014,3,1,1.6,4.2,8.4,12
2014,5,0,2.08,3.44,4.7,15
2014,1,1,1.68,4.05,7.5,10
2014,3,2,2.25,3.6,3.9,11
2014,2,1,2.2,3.55,3.9,11
2014,1,0,2.51,3.1,3.7,11
2014,3,4,2.1,4,3.7,9
2014,0,2,9.2,5,1.48,8
2014,0,1,2.95,3.2,2.94,9
2014,2,5,2.66,3.55,2.93,7
2014,4,3,4.15,3.75,2.1,11
2014,3,1,3.55,3.6,2.34,12
2014,1,3,3.45,3.8,2.28,8
2014,1,3,16.6,7.6,1.24,8
2014,0,0,4.5,3.75,1.98,10
2014,2,1,1.42,5.2,10.5,11
2014,2,2,1.58,4.65,7.2,10
2014,0,0,1.48,5.4,7.5,10
2014,1,2,2.64,3.38,3.1,9
2014,0,3,3.45,3.45,2.4,7
2014,0,3,7.3,4.95,2.38,7
2014,2,1,5.9,4.9,1.64,11
2014,3,0,2.12,3.12,4.82,13
2014,1,1,2.05,3.65,4.3,10
2014,2,1,1.42,5.1,9.9,11
2014,2,0,3.56,3.25,2.42,12
2014,2,0,3.7,3.62,2.3,12
2014,3,1,1.92,4,4.44,12
2014,1,0,1.93,3.7,4.8,11
2014,1,0,2.1,3.4,4.4,11
2014,1,3,2.7,3.55,2.88,8
2014,1,2,2.35,3.3,3.9,9
2014,3,0,1.06,23,51,13
2014,2,1,1.19,9.5,19,11
2014,0,2,2.34,3.5,3.75,8
2014,2,4,4.95,3.85,1.92,8
2014,2,1,2.45,3.4,3.35,11
2014,1,0,3.15,3.7,2.54,11
2014,2,0,1.98,3.55,4.65,12
2014,1,0,1.25,7.1,19,11
2014,1,3,2.78,3.45,2.88,8
2014,0,1,3.55,3.7,2.32,9
2014,0,0,1.62,4.05,7.2,10
2014,1,0,1.55,4.7,7.5,11
2014,2,2,4.5,5.7,1.92,10
2014,0,1,10.5,5.4,1.42,9
2014,2,0,1.99,4,5.1,12
2014,1,1,4.05,3.88,2.08,10
2014,2,3,5.5,4.6,1.76,9
2014,4,1,1.45,5.2,9.2,13
2014,3,0,1.76,4.01,5.8,13
2014,2,1,1.95,3.95,4.4,11
2014,1,0,2.78,3.55,2.9,11
2014,0,2,2.57,3.2,3.3,8
2014,3,0,1.45,4.6,10,13
2014,5,0,1.07,20,41,15
2014,3,2,2.44,3.5,3.35,11
2014,1,0,12,5,1.44,11
2014,1,2,3.5,3.5,2.48,9
2014,1,0,4.5,3.49,2.1,11
2014,3,3,1.18,9.6,17.5,10
2014,0,0,3.06,3.14,2.88,10
2014,4,0,1.72,4.15,6.35,14
2014,3,0,2.8,3.4,3.05,13
2014,2,2,4.33,3.6,2.06,10
2014,1,0,2.42,3.32,3.6,11
2014,1,1,2.66,3.32,3.3,10
2014,1,1,1.4,5.9,10,10
2014,3,3,1.98,5.4,4.6,10
2014,0,1,9.6,6.1,1.42,9
2014,0,0,1.83,3.6,6.2,10
2014,1,1,3.4,3.5,2.5,10
2014,3,1,1.82,4.3,5.3,12
2014,3,2,2.32,3.44,3.7,11
2014,1,0,2.02,3.4,4.8,11
2014,1,1,1.65,4.15,6.9,10
2014,1,2,2.05,3.9,4.05,9
2014,1,3,5.2,4,1.85,8
2014,1,3,1.41,5.3,9.8,8
2014,3,0,1.86,3.65,6.2,13
2014,0,0,3.05,3.35,2.7,10
2014,0,2,9.2,4.6,1.5,8
2014,1,1,2.98,3.55,2.71,10
2014,1,0,1.74,3.6,7,11
2014,2,1,2.02,3.36,4.85,11
2014,2,0,3.06,3.38,2.78,12
2014,1,2,2.66,3.3,3.2,9
2014,4,0,1.41,5.6,8.4,14
2014,3,0,2.42,3.5,3.44,13
2014,0,2,1.89,3.55,5.7,8
2014,1,0,1.76,3.9,5.9,11
2014,1,2,2.19,3.55,4.1,9
2014,2,2,5.8,4,1.82,10
2014,1,2,2.16,3.65,4.33,9
2014,4,2,1.55,4.72,9.01,12
2014,1,2,2.39,3.55,3.65,9
2014,3,1,1.36,5.8,13,12
2014,2,1,3.55,3.95,2.25,11
2014,3,0,1.34,6.8,15,13
2014,1,0,1.53,4.6,9.2,11
2014,2,1,1.48,5.6,7.65,11
2014,1,0,8,4.8,1.6,11
2014,2,2,1.4,5,11.64,10
2014,1,2,2.75,3.2,3.15,9
2014,0,1,2.45,3.48,3.4,9
2014,3,1,1.08,19.34,43.59,12
2014,0,1,2.8,3.25,3.08,9
2014,1,1,4.2,4.3,1.95,10
2014,1,2,2.29,3.5,3.8,9
2014,0,3,2.44,3.42,3.48,7
2014,1,0,3.12,3.3,2.8,11
2014,0,2,3.6,3.84,2.26,8
2014,4,1,1.38,6,10.5,13
2014,2,0,1.87,3.9,5.1,12
2014,0,4,4.25,3.75,2.08,6
2014,1,2,2.64,3,3.7,9
2014,2,2,2.34,3.25,3.88,10
2014,1,1,1.94,3.45,5.23,10
2014,0,4,6.5,5,1.59,6
2014,2,2,2.15,3.4,4.22,10
2014,3,0,2.48,3.6,3.45,13
2014,2,0,2.56,3.64,3.05,12
2014,3,0,1.32,6.3,13.11,13
2014,3,1,1.45,4.8,10.09,12
2014,2,0,1.79,3.7,5.9,12
2014,1,2,2.82,3.3,3.1,9
2014,3,0,2.63,3.57,3.1,13
2014,1,1,2.42,3.95,3.2,10
2014,4,1,1.64,4.32,6.8,13
2014,1,1,1.49,4.4,9.6,10
2014,3,0,2.79,3.55,2.74,13
2014,0,0,2.8,3.58,2.78,10
2014,1,2,9,6,1.42,9
2014,1,3,7,3.9,1.71,8
2014,2,1,1.88,3.75,5.4,11
2014,1,2,2.9,3.45,2.82,9
2014,1,0,3.05,3.64,2.63,11
2014,1,0,2.45,3.21,3.85,11
2014,0,2,1.8,3.88,5.5,8
2014,4,1,2.17,3.46,4.5,13
2014,1,2,3.9,3.6,2.24,9
2014,1,2,5,3.8,1.86,9
2014,5,1,1.62,4.4,7.4,14
2014,2,0,1.16,9.6,26,12
2014,2,0,1.79,4.3,5.1,12
2014,2,3,2.67,3.3,3.25,9
2014,0,0,2.24,3.45,4,10
2014,0,3,1.48,5.5,7.3,7
2014,1,0,1.5,4.6,9.5,11
2014,1,0,1.66,4.1,6.9,11
2014,1,1,4.25,3.84,2.02,10
2014,4,1,1.58,4.8,6.4,13
2014,1,1,2.48,3.3,3.4,10
2014,2,0,2.75,3.65,2.85,12
2014,1,0,14,7.4,1.29,11
2014,1,0,2.2,3.75,3.65,11
2014,3,3,3.15,3.75,2.5,10
2014,3,1,1.37,5.6,12,12
2014,1,0,2.11,3.6,4.35,11
2014,3,0,1.76,4.2,5.6,13
2014,2,2,2.5,3.6,3.2,10
2014,0,1,1.46,5,8.5,9
2014,1,2,2.6,3.1,3.44,9
2014,0,1,3.88,3.38,2.42,9
2014,2,1,1.85,3.6,5.8,11
2014,4,0,1.09,19.06,35,14
2014,2,0,2.22,3.65,3.8,12
2014,2,1,2.6,3.6,3,11
2014,1,0,2.32,3.25,4.1,11
2014,1,1,1.83,4.4,4.75,10
2014,0,1,4.61,3.76,1.95,9
2014,1,0,1.32,6.57,11.5,11
2014,2,0,2.45,3.85,3.1,12
2014,2,2,3.82,3.4,2.26,10
2014,2,2,1.94,4,4.74,10
2014,4,2,1.67,4.1,6.8,12
2014,1,1,3.7,3.38,2.32,10
2014,2,1,1.63,7.8,6.63,11
2014,0,4,3.7,3.7,2.25,6
2014,1,0,5.15,4,1.81,11
2014,0,2,3.5,3.8,2.26,8
2014,2,1,1.85,3.6,5.65,11
2014,0,2,10.5,4.9,1.45,8
2014,0,1,5.3,3.85,1.87,9
2014,3,2,2.32,3.85,3.36,11
2014,2,4,2.84,3.16,3,8
2014,3,5,3.55,3.6,2.44,8
2014,2,1,1.68,4.02,7,11
2014,1,0,2.65,3.12,3.5,11
2014,3,0,1.44,5.5,9.5,13
2014,0,2,6.4,3.84,1.77,8
2014,3,1,1.38,5.9,10,12
2014,2,3,1.48,5.4,11,9
2014,2,2,1.24,10.5,26,10
2014,2,3,3.78,3.88,3.8,9
2014,0,0,1.55,4.51,8.2,10
2014,2,0,1.2,8,23.71,12
2014,3,1,1.56,5.1,7.3,12
2014,0,0,1.88,3.75,5.1,10
2014,2,1,2.17,3.85,4.85,11
2014,1,2,1.97,3.65,4.9,9
2014,1,1,3.4,3.53,2.42,10
2014,1,2,1.23,8.2,18,9
2014,1,2,3.1,3.56,2.6,9
2014,0,0,3.52,3.5,2.38,10
2014,3,1,3.31,4.1,2.3,12
2014,0,0,2.61,3.4,3.25,10
2014,0,2,2.48,3.6,3.14,8
2014,0,1,2.34,3.38,3.65,9
2014,1,3,7.8,5.1,2.04,8
2014,2,1,1.86,3.98,4.9,11
2014,0,1,2.08,3.6,4.3,9
2014,1,2,2.2,3.33,4.2,9
2014,1,1,2.61,3.65,2.96,10
2014,0,1,2.8,3.68,2.81,9
2014,3,0,1.3,6.2,13,13
2014,1,1,2.54,3.6,3.25,10
2014,1,0,1.24,7.8,23,11
2014,4,2,3.36,3.75,2.33,12
2014,0,2,9.6,6.51,1.37,8
2014,3,3,2.12,3.45,4.48,10
2014,4,2,1.4,5.8,9.2,12
2014,1,4,5.43,4.9,1.65,7
2014,2,1,1.32,7,10,11
2014,1,0,1.48,4.8,10.18,11
2014,2,3,8,5.2,1.5,9
2014,3,1,1.91,4.05,4.7,12
2014,3,1,2.56,3.9,2.94,12
2014,2,0,2.69,3.65,2.85,12
2014,0,0,2.33,3.38,3.83,10
2014,5,1,2.16,3.35,4.4,14
2014,2,1,1.88,3.85,5.24,11
2014,2,6,2.32,3.4,3.88,6
2014,0,3,5.5,4,1.84,7
2014,0,1,2.6,3.55,3,9
2014,2,4,3,3.41,2.83,8
2014,4,0,1.38,5.53,11,14
2014,4,4,2.64,3.27,3.15,10
2014,2,0,2.95,3.36,2.9,12
2014,3,1,1.25,8.1,15,12
2014,1,0,1.24,7.8,19,11
2014,0,0,2.88,3.54,2.72,10
2014,1,1,3.77,3.35,2.31,10
2014,0,0,2.8,3.65,2.8,10
2014,1,1,1.71,3.85,6.8,10
2014,2,0,1.91,3.9,5,12
2014,2,2,1.43,5.82,8.5,10
2014,1,0,2.28,3.4,3.7,11
2014,4,0,1.11,15,30,14
2014,4,0,1.33,6.72,11,14
2014,0,3,2.45,3.45,3.28,7
2014,2,0,2.88,4.25,4.75,12
2014,0,0,2.4,3.65,3.3,10
2014,5,2,1.23,8.4,15,13
2014,0,1,3.75,3.68,2.22,9
2014,2,2,3.3,3.95,2.3,10
2014,1,0,1.96,3.5,4.8,11
2014,2,0,1.66,4.4,6,12
2014,1,4,8.2,4.6,1.53,7
2014,0,3,3.58,3.5,2.36,7
2014,1,0,1.92,3.75,5.1,11
2014,2,2,2.45,3.5,3.3,10
2014,1,2,4.03,3.44,2.25,9
2014,0,0,1.95,4.33,4.05,10
2014,2,0,2.1,3.6,4.1,12
2014,1,1,2.5,3.35,3.5,10
2014,2,1,2.2,3.56,3.75,11
2014,0,1,4.2,4.2,2,9
2014,4,1,1.72,4,6.1,13
2014,1,0,1.91,3.94,4.6,11
2014,0,1,6,4.25,1.68,9
2014,3,1,1.86,4.1,4.79,12
2014,0,2,1.73,4.35,5.8,8
2014,2,0,1.87,4,5,12
2014,1,2,1.67,4.25,6.4,9
2014,2,1,2.36,3.35,3.65,11
2014,4,0,2.2,3.85,3.75,14
2014,2,3,7.8,5.6,1.48,9
2014,4,1,1.48,5,9.1,13
2014,3,1,1.83,4.3,4.63,12
2014,0,2,9.5,5.8,1.42,8
2014,1,1,2.26,3.34,4,10
2014,0,2,3.68,3.84,2.2,8
2014,2,1,1.72,3.84,6.5,11
2014,1,0,3.5,3.6,2.35,11
2014,1,1,8,4.75,1.51,10
2014,0,1,2.14,3.85,3.84,9
2014,4,0,1.8,4,5.4,14
2014,3,0,1.29,7.5,15,13
2014,4,1,1.84,3.75,5.2,13
2014,1,3,11,5.4,1.41,8
2014,1,1,6.6,4.15,1.68,10
2014,0,3,3.66,4.1,2.12,7
2014,3,1,2.68,4.1,7.6,12
2014,3,1,1.87,4.3,4.4,12
2014,0,1,2.12,3.55,4.1,9
2014,3,2,1.32,7.8,10,11
2014,4,1,2.32,3.68,3.5,13
2014,2,3,5.2,4.55,1.75,9
2014,0,1,3,4,2.5,9
2014,0,1,1.46,5.5,8,9
2014,3,0,2.02,4.1,4.45,13
2014,1,2,2.95,3.94,2.56,9
2014,2,0,4,3.9,2.15,12
2014,1,4,8.95,7,1.36,7
2014,0,2,2.13,3.8,3.95,8
2014,0,2,4.1,4.3,2,8
2014,2,2,1.08,20,57,10
2014,1,0,2.15,3.7,4.2,11
2014,0,2,2.26,3.88,3.4,8
2014,0,2,5.1,4.42,1.8,8
2014,0,1,2.48,3.6,3.25,9
2014,2,0,3.03,3.8,2.52,12
2014,2,2,1.15,12.13,20.11,10
2014,0,0,1.22,8.6,17,10
2014,4,1,5.8,4.57,1.65,13
2014,1,0,1.45,5.4,9,11
2014,4,2,2.12,3.45,4.3,12
2014,0,1,3.75,3.4,2.3,9
2014,0,1,2.92,3.55,2.79,9
2014,0,0,2.8,3.3,2.96,10
2014,0,0,2.21,3.85,4.4,10
2014,2,0,1.84,3.84,5.2,12
2014,1,0,2.5,3.65,3.15,11
2014,1,0,1.42,5.4,9,11
2014,1,0,2.7,3.4,3,11
2014,2,0,16,6.6,1.32,12
2014,2,0,1.5,4.67,9,12
2014,2,0,1.56,4.35,7.95,12
2014,3,2,1.57,5,6.12,11
2014,5,3,1.73,4.22,5.45,12
2014,1,1,1.85,3.9,5,10
2014,1,0,1.44,5.7,11,11
2014,1,1,1.79,4.11,5.4,10
2014,3,3,9.1,6,1.41,10
2014,3,3,1.66,4.55,6.05,10
2014,3,0,1.54,4.6,7.5,13
2014,3,4,1.9,3.96,4.7,9
2014,3,1,1.47,5.4,8.1,12
2014,4,0,1.18,10,20,14
2014,1,1,1.8,3.85,5.72,10
2014,1,1,13,7.9,1.26,10
2014,1,2,1.23,8.2,19,9
2014,2,0,2.1,3.18,4.8,12
2014,2,0,1.69,4.4,8.25,12
2014,0,4,7.1,5.8,1.48,6
2014,3,1,1.63,5.1,5.6,12
2014,1,2,3.55,3.6,2.45,9
2014,0,2,1.63,4.3,6.5,8
2014,1,0,1.2,9.75,15,11
2014,2,2,2.04,4.1,3.95,10
2014,2,1,3.25,3.54,2.6,11
2014,3,2,1.92,4.5,4.1,11
2014,1,2,3.2,3.8,2.44,9
2014,3,2,1.93,4.6,4.2,11
2014,4,0,1.7,4.65,5.2,14
2014,1,3,2.85,3.5,2.8,8
2014,1,1,3.25,3.6,2.45,10
2014,2,1,1.33,7.1,9.6,11
2014,2,1,1.48,5.54,7.4,11
2014,2,0,1.85,4.05,5.3,12
2014,4,1,1.37,6.29,9.4,13
2014,4,1,1.68,4.3,6.4,13
2014,1,3,4.1,3.64,2.1,8
2014,2,0,3.85,3.75,2.13,12
2014,3,1,1.78,4.4,4.75,12
2014,0,1,1.45,5.3,8.6,9
2014,2,0,1.2,9.7,18,12
2014,2,0,5.8,5.2,1.64,12
2014,0,1,5.7,5,1.63,9
2014,0,2,1.85,4.1,5.1,8
2014,2,1,1.21,9.8,20,11
2014,2,1,7.2,4.7,1.56,11
2014,1,0,1.83,4.4,4.97,11
2014,0,2,5.4,4.4,1.73,8
2014,0,2,3.9,3.6,2.18,8
2014,1,1,2.5,3,4.41,10
2014,3,0,1.51,4.8,8.4,13
2014,0,1,4.6,3.84,1.95,9
2014,1,1,2.34,3.6,3.4,10
2014,1,1,1.9,4.2,4.64,10
2014,0,1,2.4,3.65,3.3,9
2014,1,2,9,5.47,1.43,9
2014,4,2,1.63,4.27,6.8,12
2014,1,3,2.3,3.66,3.5,8
2014,2,2,2.65,3.84,2.8,10
2014,4,3,3.7,4.1,2.1,11
2014,1,2,2.28,3.7,3.55,9
2014,0,0,15,7.8,1.24,10
2014,1,2,2.16,3.67,3.8,9
2014,1,1,1.23,7.6,20,10
2014,1,1,2.85,4.1,2.55,10
2014,2,5,3.65,4,2.14,7
2014,0,0,2.05,3.62,4.1,10
2014,1,0,2.03,3.65,4.43,11
2014,0,3,2.04,3.8,4.4,7
2014,3,1,1.22,8.9,16,12
2014,2,1,1.88,4.2,5.3,11
2014,1,4,6,4.13,1.7,7
2014,3,3,2.12,3.7,3.9,10
