id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
3231,1729,1729,2011/2012,8,15-Oct-11,1024573,8650,10260,1,1,3,3.3,2.4,3.1,3.3,2.35,2.7,3.2,2.4,3.2,3,2.5,3.2,3.1,2.5,3,3.3,2.5
767,1,1,2011/2012,10,15-Oct-11,1032766,9997,9993,2,4,2.63,3.5,2.5,2.7,3.3,2.45,2.45,3.3,2.45,2.6,3.2,2.38,2.6,3.3,2.5,2.62,3.4,2.6
5927,4769,4769,2011/2012,10,15-Oct-11,1019516,9941,8592,0,0,2.8,3.1,2.6,2.9,3.1,2.6,2.7,3.05,2.5,2.6,3,2.5,2.7,3.1,2.7,2.88,3.12,2.62
5925,4769,4769,2011/2012,10,15-Oct-11,1019513,9831,9827,3,0,2.8,3.1,2.6,2.75,3.2,2.7,2.6,3.05,2.6,2.6,3,2.5,2.75,3.1,2.62,2.75,3,2.75
9032,7809,7809,2011/2012,9,15-Oct-11,1029963,9788,8178,2,2,2.6,3.4,2.6,2.75,3.4,2.55,2.55,3.2,2.55,2.62,3.3,2.6,2.75,3.3,2.5,2.62,3.5,2.62
20392,19694,19694,2011/2012,11,15-Oct-11,1024340,10251,9927,0,1,2.5,3.2,2.8,2.45,3.25,2.75,2.55,3.1,2.55,2.5,3.3,2.8,2.5,3.1,2.5,2.6,3.4,2.75
20390,19694,19694,2011/2012,11,15-Oct-11,1024333,8485,9938,3,1,2.38,3.25,3,2.35,3.25,2.9,2.55,3.1,2.55,2.5,3.3,2.8,2.4,3.1,2.6,2.38,3.5,3
23019,21518,21518,2011/2012,8,15-Oct-11,1051720,8305,10205,0,0,2.25,3.5,3,2.35,3.3,3.1,2.4,3.3,2.65,2.4,3.25,2.9,2.4,3.25,2.9,2.38,3.4,3.12
5922,4769,4769,2011/2012,10,15-Oct-11,1019507,4087,9853,1,2,2.4,3.1,3.1,2.45,3.1,2.95,2.4,3.1,2.8,2.38,3,2.75,2.38,3.1,3.1,2.5,3.1,3.12
769,1,1,2011/2012,10,15-Oct-11,1032768,1773,10001,1,1,2.3,3.3,3.1,2.35,3.25,2.9,2.3,3.2,2.7,2.2,3.2,2.8,2.3,3.25,2.88,2.38,3.25,3
3238,1729,1729,2011/2012,8,15-Oct-11,1024609,8528,8559,1,3,2.3,3.3,3.2,2.3,3.3,3.2,2.3,3.2,2.8,2.25,3.3,3.2,2.3,3.3,3.1,2.38,3.4,3.2
771,1,1,2011/2012,10,15-Oct-11,1032770,8203,9984,1,2,2.2,3.3,3.3,2.15,3.3,3.2,2.3,3.2,2.7,2.1,3.3,2.88,2.15,3.3,3.1,2.15,3.3,3.4
3234,1729,1729,2011/2012,8,15-Oct-11,1024589,9850,10003,3,1,2.2,3.3,3.4,2.15,3.3,3.3,2.1,3.3,3.1,2.2,3.3,3.25,2.15,3.3,3.4,2.2,3.4,3.5
9031,7809,7809,2011/2012,9,15-Oct-11,1029958,8721,8165,2,1,2.1,3.4,3.4,2.05,3.4,3.5,2.05,3.3,3.2,2,3.5,3.6,2,3.5,3.5,2.15,3.6,3.5
5921,4769,4769,2011/2012,10,15-Oct-11,1019505,8521,7819,1,1,2.2,3.1,3.5,2.2,3.1,3.4,2.2,3.05,3.15,2.2,3,3,2.2,3.1,3.5,2.2,3.1,3.8
3236,1729,1729,2011/2012,8,15-Oct-11,1024601,10194,9879,2,0,2.2,3.2,3.5,2.1,3.25,3.45,2,3.2,3.4,2,3.3,3.8,2.15,3.2,3.6,2.2,3.25,3.75
9029,7809,7809,2011/2012,9,15-Oct-11,1029944,10269,8226,2,0,2,3.5,3.6,2.05,3.4,3.5,1.95,3.4,3.5,1.95,3.6,3.6,2,3.5,3.6,2.1,3.6,3.6
14490,13274,13274,2011/2012,9,15-Oct-11,1028559,9791,8674,2,1,2,3.5,3.6,2,3.6,3.3,2,3.3,3.2,2,3.2,3.2,1.95,3.5,3.4,1.95,3.8,3.6
772,1,1,2011/2012,10,15-Oct-11,1032771,9998,8571,3,1,2,3.5,3.6,2,3.4,3.5,1.9,3.3,3.5,1.83,3.3,3.6,1.91,3.5,3.6,1.95,3.5,3.75
20395,19694,19694,2011/2012,11,15-Oct-11,1024347,8467,8066,2,0,2,3.4,3.75,1.91,3.25,4,1.9,3.2,3.6,1.91,3.4,4,1.83,3.2,3.75,2.05,3.4,3.8
3235,1729,1729,2011/2012,8,15-Oct-11,1024595,10172,8655,1,1,1.83,3.5,4.5,1.8,3.4,4.5,1.95,3.3,3.6,1.91,3.4,4,1.85,3.5,4.33,1.85,3.5,4.6
768,1,1,2011/2012,10,15-Oct-11,1032767,10000,9989,1,2,1.73,3.5,5,1.72,3.6,4.5,1.75,3.4,4,1.67,3.4,4.33,1.7,3.4,4.8,1.67,3.6,5.5
14489,13274,13274,2011/2012,9,15-Oct-11,1028558,8593,10229,2,2,1.67,3.75,5,1.72,4,4.6,1.7,3.4,4.2,1.67,3.4,4.33,1.67,3.75,4.33,1.7,4,4.75
9027,7809,7809,2011/2012,9,15-Oct-11,1029940,9905,8406,0,1,1.67,3.75,5,1.65,3.8,5,1.7,3.5,4.4,1.62,3.75,5.5,1.67,3.75,5,1.67,4,5.4
11733,10257,10257,2011/2012,7,15-Oct-11,1083024,9875,10167,1,2,1.5,3.75,7.5,1.5,3.75,7.25,1.55,3.7,5.4,1.5,4,6.5,1.53,3.75,7,1.5,4,8
9025,7809,7809,2011/2012,9,15-Oct-11,1029935,10189,8350,1,2,1.44,4.2,7.5,1.48,4.2,6.5,1.45,3.9,6.5,1.4,4.5,7.5,1.44,4.33,7,1.5,4.5,7.5
11732,10257,10257,2011/2012,7,15-Oct-11,1083022,8564,8540,3,0,1.44,4.2,7.5,1.53,3.9,7.25,1.6,3.6,5,1.53,4,6,1.53,3.75,7,1.5,4.2,8
5924,4769,4769,2011/2012,10,15-Oct-11,1019510,10249,9836,5,3,1.44,4,8,1.55,3.7,6.5,1.55,3.7,5.4,1.5,3.6,5.5,1.5,4,7,1.5,4,8
14495,13274,13274,2011/2012,9,15-Oct-11,1028565,10228,8526,1,1,1.33,5,9,1.35,5,7.25,1.35,4,7,1.33,4.33,7,1.33,4.5,8,1.33,5.4,8.5
3230,1729,1729,2011/2012,8,15-Oct-11,1024568,8455,8668,3,1,1.36,4.5,10,1.35,4.5,9,1.35,4.5,7.3,1.33,5,9,1.36,4.75,8.5,1.36,5,10
5923,4769,4769,2011/2012,10,15-Oct-11,1019508,9748,8481,3,1,1.33,4.75,10,1.38,4.33,8.75,1.3,4.8,8.5,1.33,4,8,1.36,4.5,9.5,1.36,4.75,10.5
3232,1729,1729,2011/2012,8,15-Oct-11,1024576,8456,10252,4,1,1.33,5,10,1.34,4.75,8.75,1.35,4.5,7.3,1.36,4.5,9,1.33,5,8.5,1.36,5,10
14493,13274,13274,2011/2012,9,15-Oct-11,1028563,8640,9908,1,0,1.2,6.5,13,1.18,6.5,12.5,1.2,5,10,1.17,5.5,11,1.17,6.5,12,1.22,6.5,13
9024,7809,7809,2011/2012,9,15-Oct-11,1029932,9823,8177,4,0,1.2,6.5,13,1.2,6.75,11,1.2,5.5,12,1.17,7,15,1.2,6.5,13,1.2,7.5,15
20394,19694,19694,2011/2012,11,15-Oct-11,1024344,8548,9800,1,1,1.2,6,16,1.18,6,15,1.15,6,13,1.2,6,15,1.17,5.5,12,1.2,6.5,17
23027,21518,21518,2011/2012,8,15-Oct-11,1051728,8633,8603,4,1,1.14,8,16,1.12,8.25,18,1.12,7,14,1.14,7.5,17,1.12,8,19,1.14,9,19
23022,21518,21518,2011/2012,8,15-Oct-11,1051723,8634,8696,3,0,1.06,12,26,1.06,10.5,31,1.1,7.3,15,1.08,9.5,23,1.08,9.5,26,1.07,17,34
5919,4769,4769,2011/2012,10,16-Oct-11,1019500,8576,9847,1,3,6,3.6,1.62,5.5,3.5,1.65,4.6,3.4,1.7,5,3.3,1.62,5.5,3.6,1.67,6.5,3.8,1.62
11729,10257,10257,2011/2012,7,16-Oct-11,1083018,8533,9885,0,0,4,3.2,2,4,3.25,1.95,3.2,3.2,2.1,4,3.25,1.95,3.9,3.25,2,4,3.25,2.1
11728,10257,10257,2011/2012,7,16-Oct-11,1083017,9880,8535,0,0,3,3.2,2.4,2.9,3.2,2.4,2.8,3.1,2.4,3.1,3.1,2.38,3.1,3.1,2.4,3.25,3.2,2.4
23024,21518,21518,2011/2012,8,16-Oct-11,1051725,8581,9864,3,0,2.9,3.25,2.4,3.1,3.3,2.35,2.8,3.2,2.3,2.9,3.2,2.4,3,3.25,2.35,3,3.4,2.5
3233,1729,1729,2011/2012,8,16-Oct-11,1024581,10261,8586,2,2,3,3.3,2.4,2.8,3.5,2.45,2.6,3.2,2.5,2.75,3.3,2.5,2.8,3.5,2.4,3,3.4,2.4
14494,13274,13274,2011/2012,9,16-Oct-11,1028564,8464,8277,0,1,2.5,3.4,2.7,2.55,3.4,2.55,2.3,3.2,2.7,2.25,3.3,2.62,2.3,3.3,2.8,2.6,3.3,2.62
9028,7809,7809,2011/2012,9,16-Oct-11,1029941,8358,9790,1,2,2.5,3.4,2.7,2.6,3.6,2.6,2.55,3.2,2.55,2.4,3.5,2.75,2.5,3.5,2.62,2.5,3.6,2.75
11731,10257,10257,2011/2012,7,16-Oct-11,1083021,8543,8686,2,1,2.6,3.2,2.75,2.5,3.3,2.85,2.55,3.2,2.55,2.5,3.2,2.75,2.55,3.1,2.88,2.62,3.2,2.88
11725,10257,10257,2011/2012,7,16-Oct-11,1083013,8524,8600,0,0,2.6,3.1,2.8,2.5,3.25,2.75,2.5,3.2,2.6,2.75,3.1,2.62,2.62,3.1,2.75,2.75,3.25,2.75
9030,7809,7809,2011/2012,9,16-Oct-11,1029955,8722,9904,2,0,2.4,3.4,2.8,2.45,3.6,2.75,2.4,3.3,2.65,2.4,3.5,2.75,2.38,3.4,2.88,2.5,3.6,2.88
14496,13274,13274,2011/2012,9,16-Oct-11,1028566,9803,10217,4,1,2.2,3.4,3.2,2.2,3.3,3.1,2,3.3,3.2,2,3.2,3.2,2.1,3.3,3.2,2.15,3.5,3.2
23020,21518,21518,2011/2012,8,16-Oct-11,1051721,8370,8558,0,1,2.2,3.2,3.4,2.15,3.3,3.3,2.1,3.3,3.1,2.25,3.25,3.1,2.25,3.25,3.2,2.2,3.4,3.6
5928,4769,4769,2011/2012,10,16-Oct-11,1019517,9873,9874,3,0,2.05,3.2,3.75,2,3.3,3.75,2.1,3.1,3.3,2,3,3.5,2.05,3.25,3.75,2,3.3,4
23026,21518,21518,2011/2012,8,16-Oct-11,1051727,8394,8560,2,0,2,3.3,3.8,1.95,3.3,3.9,2,3.3,3.3,2.15,3.3,3.3,2,3.3,3.75,2.1,3.4,3.8
11734,10257,10257,2011/2012,7,16-Oct-11,1083025,6269,9857,0,2,2,3.3,3.8,2.1,3.2,3.55,2.1,3.2,3.2,2.1,3.2,3.5,2.1,3.25,3.5,2.05,3.3,4
5926,4769,4769,2011/2012,10,16-Oct-11,1019514,9851,8689,2,0,2,3.2,4,2.05,3.25,3.9,1.85,3.4,3.8,1.91,3,3.75,2,3.25,4,2,3.4,4
3237,1729,1729,2011/2012,8,16-Oct-11,1024605,8659,8602,2,0,2,3.3,4,2,3.25,3.8,2.1,3.2,3.2,2.05,3.3,3.75,2.05,3.4,3.6,2,3.5,4
765,1,1,2011/2012,10,16-Oct-11,1032764,8342,9991,2,0,1.85,3.5,4.2,1.91,3.5,4.2,1.8,3.3,3.8,1.8,3.4,3.6,1.91,3.5,3.6,1.91,3.5,4
11726,10257,10257,2011/2012,7,16-Oct-11,1083014,8529,8551,0,0,1.91,3.25,4.33,2,3.25,3.8,2,3.2,3.4,1.8,3.3,4.5,2,3.25,3.9,1.95,3.3,4.5
766,1,1,2011/2012,10,16-Oct-11,1032765,8635,9985,5,0,1.75,3.6,4.75,1.85,3.6,4.33,1.7,3.4,4.2,1.73,3.4,4,1.8,3.5,4,1.75,3.75,4.6
11730,10257,10257,2011/2012,7,16-Oct-11,1083019,10233,9888,0,0,1.57,3.75,6,1.57,3.7,6.1,1.6,3.6,5,1.57,4,5.5,1.57,3.6,6.5,1.57,4,7
3229,1729,1729,2011/2012,8,16-Oct-11,1024563,9825,8472,2,1,1.44,4.33,7.5,1.42,4.3,7.5,1.45,3.9,6.5,1.4,4.5,8,1.44,4.33,7,1.44,4.5,8.5
14491,13274,13274,2011/2012,9,16-Oct-11,1028561,9761,10218,2,0,1.4,4.5,7.5,1.38,4.6,7.25,1.35,4,7,1.36,4,7,1.33,4.33,9,1.36,4.75,8.5
23025,21518,21518,2011/2012,8,16-Oct-11,1051726,8302,9869,2,1,1.36,4.75,8.5,1.37,4.5,8.5,1.32,4.8,8.3,1.33,4.6,9,1.36,4.5,9,1.36,4.75,10.5
14497,13274,13274,2011/2012,9,16-Oct-11,1028567,10235,9839,4,0,1.17,7,16,1.18,6.5,12,1.15,6,12,1.17,5.5,11,1.14,6.5,15,1.17,7,15
23023,21518,21518,2011/2012,8,17-Oct-11,1051724,8315,8371,3,1,1.83,3.5,4.33,1.78,3.6,4.75,1.85,3.4,3.8,1.75,3.5,4.8,1.83,3.5,4.33,1.8,3.5,4.6
8743,7809,7809,2011/2012,10,21-Oct-11,1029984,8406,8697,1,1,3.8,3.6,1.91,3.9,3.6,1.95,3.7,3.3,1.9,3.6,3.5,2,3.6,3.5,2,3.8,3.75,2
14201,13274,13274,2011/2012,10,21-Oct-11,1028568,8526,9761,3,1,2.38,3.4,2.88,2.55,3.4,2.55,2.4,3.2,2.6,2.2,3.3,2.7,2.3,3.5,2.7,2.38,3.5,2.88
18590,17642,17642,2011/2012,8,21-Oct-11,1042890,6403,10215,2,0,2.4,3.2,3,2.4,3.1,3.2,2.4,3,2.8,2.25,3,2.9,2.45,3,2.88,2.4,3.2,3.12
18586,17642,17642,2011/2012,8,22-Oct-11,1042886,10211,9772,0,1,9,4.5,1.36,8,4.4,1.37,8,4,1.35,8,3.75,1.36,8.5,4.5,1.33,10,5,1.33
23033,21518,21518,2011/2012,9,22-Oct-11,1051734,9864,8633,0,4,7.5,4.5,1.4,8,4.75,1.4,7,4.1,1.4,7,4.33,1.44,7,4.33,1.44,8,5,1.4
14203,13274,13274,2011/2012,10,22-Oct-11,1028570,10218,9791,0,2,5.75,3.9,1.57,5,4,1.6,4.8,3.5,1.55,4.33,3.6,1.62,4.8,3.75,1.62,5.5,4,1.57
14202,13274,13274,2011/2012,10,22-Oct-11,1028569,9839,10219,4,1,3.4,3.4,2.1,3.3,3.5,2.05,3.2,3.3,2,3.1,3.3,2,3.5,3.75,1.83,3.3,3.6,2.05
18589,17642,17642,2011/2012,8,22-Oct-11,1042889,2033,7844,1,0,2.9,3.2,2.45,2.9,3,2.5,2.8,2.9,2.5,2.5,3.1,2.5,2.8,3,2.5,3,3.1,2.5
5931,4769,4769,2011/2012,11,22-Oct-11,1019525,7819,10249,1,3,2.7,3.1,2.7,2.75,3,2.65,2.5,3.05,2.7,2.5,3,2.6,2.7,3.1,2.7,2.88,3.2,2.75
8740,7809,7809,2011/2012,10,22-Oct-11,1029976,8165,10269,2,2,2.5,3.4,2.7,2.55,3.5,2.55,2.5,3.3,2.5,2.5,3.3,2.75,2.5,3.5,2.62,2.5,3.5,2.88
23029,21518,21518,2011/2012,9,22-Oct-11,1051730,8696,8558,0,1,2.5,3.2,2.88,2.4,3.1,3,2.3,3.2,2.8,2.38,3.25,2.9,2.6,3,2.9,2.5,3.25,3
5935,4769,4769,2011/2012,11,22-Oct-11,1019532,8481,9831,1,0,2.4,3,3.2,2.3,3,3.3,2.15,3.1,3.2,2.25,3,2.88,2.3,3.1,3.2,2.5,3.1,3.3
8738,7809,7809,2011/2012,10,22-Oct-11,1029971,9790,8721,1,1,2.15,3.4,3.3,2.25,3.5,3.1,2.1,3.3,3.1,2.25,3.5,3,2.3,3.5,2.88,2.2,3.6,3.25
14205,13274,13274,2011/2012,10,22-Oct-11,1028572,9908,10228,1,4,2.1,3.4,3.4,2.15,3.6,3,2,3.3,3.2,2,3.4,3,2.1,3.5,3,2.05,3.6,3.25
776,1,1,2011/2012,11,22-Oct-11,1032775,9993,8203,2,2,2.1,3.4,3.4,2.05,3.4,3.4,2,3.2,3.3,2,3.2,3.2,2,3.4,3.4,2.05,3.5,3.5
20401,19694,19694,2011/2012,12,22-Oct-11,1024366,9800,10251,2,3,2.1,3.4,3.4,2.2,3.1,3.3,2.2,3.1,3,2.2,3.3,3.25,2.2,3.1,2.88,2.15,3.4,3.6
5933,4769,4769,2011/2012,11,22-Oct-11,1019529,8689,9941,0,0,2.2,3.1,3.5,2.25,3,3.4,2.1,3.15,3.25,2.2,3,3,2.2,3.1,3.5,2.3,3.1,3.75
3242,1729,1729,2011/2012,9,22-Oct-11,1024635,8559,8472,0,2,2.2,3.2,3.5,2.1,3.25,3.45,2.2,3.2,3,2.2,3.3,3.3,2.3,3.2,3.2,2.25,3.3,3.5
5937,4769,4769,2011/2012,11,22-Oct-11,1019535,9853,9873,1,0,2.1,3.25,3.5,2.2,3.1,3.4,2.05,3.1,3.4,2.1,3,3.2,2.1,3.2,3.6,2.3,3.2,3.5
8741,7809,7809,2011/2012,10,22-Oct-11,1029980,8350,8358,1,0,2,3.5,3.6,2,3.5,3.5,2,3.3,3.3,2,3.5,3.6,2,3.5,3.6,2,3.6,4
8742,7809,7809,2011/2012,10,22-Oct-11,1029982,8226,9788,1,0,2,3.5,3.6,1.91,3.5,3.8,2,3.3,3.3,2,3.5,3.6,2,3.4,3.75,2,3.5,4
23037,21518,21518,2011/2012,9,22-Oct-11,1051738,9869,7878,2,0,2,3.3,3.75,1.95,3.25,4,1.9,3.3,3.7,2.05,3.25,3.6,2,3.3,3.75,2,3.4,4.2
20397,19694,19694,2011/2012,12,22-Oct-11,1024353,9938,8467,0,0,2,3.4,3.75,2.1,3.4,3.25,2.1,3.1,3.2,2.1,3.4,3.4,2.1,3.1,3.1,2.05,3.5,3.8
8744,7809,7809,2011/2012,10,22-Oct-11,1029987,8177,9905,0,0,1.95,3.5,3.75,2,3.5,3.5,1.9,3.3,3.7,1.95,3.5,3.75,2,3.4,3.75,2,3.6,4
3248,1729,1729,2011/2012,9,22-Oct-11,1024662,8602,10003,2,2,2,3.4,3.8,2,3.4,3.9,1.95,3.3,3.6,2,3.3,3.75,2,3.3,3.75,2,3.4,4
5938,4769,4769,2011/2012,11,22-Oct-11,1019537,9874,4087,1,1,1.95,3.3,4,1.95,3.3,3.9,1.85,3.25,4,1.91,3,3.75,2,3.4,3.75,2.05,3.3,4
3240,1729,1729,2011/2012,9,22-Oct-11,1024627,10252,8659,1,2,2,3.3,4,1.9,3.4,4,2,3.3,3.3,1.91,3.4,4,2,3.3,3.75,2.05,3.3,4
20400,19694,19694,2011/2012,12,22-Oct-11,1024362,9927,8597,0,0,1.91,3.4,4,1.95,3.3,3.8,1.9,3.2,3.6,1.8,3.6,4.33,1.73,3.4,4,2,3.5,4
20399,19694,19694,2011/2012,12,22-Oct-11,1024360,8066,8457,1,1,1.83,3.5,4.33,1.95,3.4,3.6,1.9,3.2,3.6,1.91,3.4,3.75,1.91,3.3,3.3,1.85,3.6,4.33
14204,13274,13274,2011/2012,10,22-Oct-11,1028571,10217,8464,1,0,1.73,3.9,4.33,1.75,3.7,4.2,1.7,3.4,4.2,1.73,3.4,4,1.7,3.75,4.2,1.75,3.75,4.4
774,1,1,2011/2012,11,22-Oct-11,1032773,9987,9998,2,0,1.73,3.75,4.5,1.78,3.6,4.2,1.5,3.7,5,1.5,3.6,5.5,1.6,4,4.6,1.75,3.6,4.75
5930,4769,4769,2011/2012,11,22-Oct-11,1019522,9827,8521,1,1,1.75,3.4,5,1.75,3.3,5,1.8,3.4,4,1.73,3.2,4.33,1.73,3.5,5,1.75,3.5,6
778,1,1,2011/2012,11,22-Oct-11,1032777,9989,9997,0,2,1.67,3.75,5,1.67,3.7,4.75,1.7,3.4,4,1.73,3.4,4,1.7,3.5,4.6,1.7,3.75,5
11737,10257,10257,2011/2012,8,22-Oct-11,1083033,8535,8530,2,2,1.67,3.5,5.5,1.7,3.45,5.2,1.75,3.3,4.4,1.73,3.4,5,1.73,3.5,5,1.7,3.5,6.5
11739,10257,10257,2011/2012,8,22-Oct-11,1083036,9885,10233,2,2,1.62,3.6,6,1.62,3.6,6.5,1.55,3.7,5.4,1.62,3.6,6,1.67,3.5,5.5,1.62,3.75,7
780,1,1,2011/2012,11,22-Oct-11,1032779,9984,1773,2,0,1.57,3.75,6,1.55,3.8,5.75,1.6,3.4,4.6,1.53,3.6,5,1.55,3.8,5.5,1.53,4,6
3246,1729,1729,2011/2012,9,22-Oct-11,1024654,10261,8528,1,0,1.57,3.8,6.5,1.57,3.75,6,1.6,3.6,5,1.62,3.6,6,1.62,3.75,5.5,1.57,4,6.5
775,1,1,2011/2012,11,22-Oct-11,1032774,9991,9994,3,1,1.5,4,6.5,1.45,4.25,6.5,1.45,3.8,5.4,1.44,3.75,6,1.5,4.2,5.5,1.5,4.4,6
8736,7809,7809,2011/2012,10,22-Oct-11,1029968,9789,8722,5,0,1.29,5.5,9.5,1.33,5.25,7.75,1.35,4.5,7.3,1.29,5.5,10,1.29,5.5,9.5,1.3,6,11
5934,4769,4769,2011/2012,11,22-Oct-11,1019530,8592,8576,2,0,1.3,5,10,1.25,5.25,12.5,1.33,4.6,7.8,1.25,5,8,1.29,5,11,1.29,5.5,15
3244,1729,1729,2011/2012,9,22-Oct-11,1024644,8650,9850,1,1,1.29,5.5,11,1.29,5,10.5,1.33,4.6,7.8,1.3,5,10,1.33,4.75,9,1.3,5.5,12
23034,21518,21518,2011/2012,9,22-Oct-11,1051735,8634,8302,0,0,1.17,7.5,13,1.12,8,19,1.18,5.8,13,1.18,6.5,13,1.17,7.5,13,1.17,8.5,19
3247,1729,1729,2011/2012,9,23-Oct-11,1024658,10172,8455,1,0,9.5,5,1.33,9,4.5,1.35,7,4.1,1.4,8,4.5,1.4,8.5,4.75,1.36,10,5,1.36
8739,7809,7809,2011/2012,10,23-Oct-11,1029974,9904,9823,2,1,9,4.5,1.36,7.25,4.6,1.4,6.5,3.9,1.45,8,4.5,1.4,8.5,4.33,1.4,9,4.75,1.4
11740,10257,10257,2011/2012,8,23-Oct-11,1083037,9888,8564,3,4,7,4,1.5,6.5,4,1.5,5.3,3.7,1.57,6,3.75,1.57,6.5,3.6,1.57,8,4,1.53
14209,13274,13274,2011/2012,10,23-Oct-11,1028577,8277,8640,1,1,6.5,3.8,1.53,5.25,4.1,1.55,4.8,3.5,1.55,4.5,3.75,1.57,5.5,4,1.5,6,3.8,1.57
779,1,1,2011/2012,11,23-Oct-11,1032778,10001,8635,1,2,6,3.75,1.57,5.75,3.8,1.55,5,3.7,1.5,5.5,3.6,1.5,5,3.75,1.6,5.5,4,1.57
20398,19694,19694,2011/2012,12,23-Oct-11,1024356,9860,8548,0,2,5,3.5,1.73,5,3.6,1.65,4.3,3.4,1.7,5,3.5,1.73,4.2,3.5,1.67,5,3.75,1.75
777,1,1,2011/2012,11,23-Oct-11,1032776,8571,8342,2,1,4,3.4,1.91,4.1,3.4,1.85,3.6,3.3,1.85,3.6,3.3,1.83,3.75,3.3,1.91,4,3.5,1.91
14208,13274,13274,2011/2012,10,23-Oct-11,1028576,8674,8611,1,1,4,3.5,1.91,3.8,3.7,1.83,3.8,3.3,1.8,3.6,3.4,1.8,3.6,3.75,1.8,4,3.75,1.83
3241,1729,1729,2011/2012,9,23-Oct-11,1024632,8655,8586,1,2,4,3.5,1.91,3.85,3.5,1.9,3.7,3.3,1.9,4,3.4,1.91,3.75,3.6,1.91,4.33,3.6,1.85
11735,10257,10257,2011/2012,8,23-Oct-11,1083029,9857,8543,0,2,3.5,3.3,2.1,3.6,3.25,2.15,3.2,3.2,2.1,3.4,3.25,2.1,3.5,3.3,2.1,3.8,3.25,2.15
11736,10257,10257,2011/2012,8,23-Oct-11,1083032,8529,9875,0,0,2.8,3.25,2.5,2.85,3.25,2.45,2.7,3.2,2.4,2.88,3.1,2.5,2.88,3.3,2.4,3.1,3.25,2.5
5929,4769,4769,2011/2012,11,23-Oct-11,1019521,8583,9851,0,1,2.4,3.2,3,2.4,3.1,3,2.3,3.1,2.9,2.3,3,2.8,2.38,3.1,3.1,2.5,3.2,3.1
5932,4769,4769,2011/2012,11,23-Oct-11,1019528,8639,9748,3,1,2.3,3.1,3.2,2.3,3.1,3.4,2.2,3.1,3.1,2.2,3,3,2.25,3.2,3.3,2.3,3.2,3.6
23028,21518,21518,2011/2012,9,23-Oct-11,1051729,8560,8305,0,0,2.3,3.2,3.2,2.2,3.25,3.25,2.2,3.2,3,2.2,3.25,3.25,2.25,3.2,3.3,2.38,3.3,3.3
3243,1729,1729,2011/2012,9,23-Oct-11,1024638,9879,8668,1,3,2.25,3.25,3.3,2.3,3.2,3.1,2.4,3.2,2.7,2.38,3.25,3,2.4,3,3.2,2.38,3.2,3.3
11741,10257,10257,2011/2012,8,23-Oct-11,1083039,10167,8524,1,2,2.1,3.2,3.6,2.1,3.2,3.55,2.1,3.1,3.3,2,3.25,3.75,2.1,3.25,3.6,2.15,3.25,4
8737,7809,7809,2011/2012,10,23-Oct-11,1029969,8178,10189,0,1,2,3.5,3.6,2.05,3.6,3.5,2.1,3.3,3.1,1.95,3.5,3.75,2,3.5,3.6,2,3.6,3.8
3245,1729,1729,2011/2012,9,23-Oct-11,1024649,10260,8456,1,6,2,3.4,3.8,2.05,3.3,3.8,2,3.3,3.3,2.1,3.3,3.6,2.1,3.3,3.5,2.1,3.4,3.8
18591,17642,17642,2011/2012,8,23-Oct-11,1042891,7841,9771,2,0,1.95,3.3,4,1.95,3.2,3.9,2,3,3.6,2,3,3.4,2,3.1,3.8,2,3.2,4
23035,21518,21518,2011/2012,9,23-Oct-11,1051736,8371,8394,3,0,1.91,3.4,4,1.91,3.4,4,2,3.3,3.3,1.95,3.4,3.8,1.91,3.4,4,2.05,3.4,4
23031,21518,21518,2011/2012,9,23-Oct-11,1051732,10205,8581,0,3,1.91,3.3,4.2,1.95,3.3,3.9,1.9,3.3,3.7,1.91,3.4,4,1.91,3.3,4.2,2,3.5,4
11743,10257,10257,2011/2012,8,23-Oct-11,1083041,8551,9880,2,0,1.83,3.4,4.5,1.85,3.25,4.5,1.9,3.3,3.7,1.91,3.2,4.33,1.83,3.5,4.33,1.85,3.4,5
23036,21518,21518,2011/2012,9,23-Oct-11,1051737,8603,8370,0,2,1.73,3.6,4.75,1.78,3.6,4.75,1.75,3.4,4.3,1.73,3.5,5,1.73,3.5,5,1.75,3.75,5
11742,10257,10257,2011/2012,8,23-Oct-11,1083040,8686,8540,1,0,1.73,3.5,5,1.7,3.6,4.9,1.75,3.4,4.3,1.67,3.6,5,1.73,3.5,5,1.73,3.75,5.5
23032,21518,21518,2011/2012,9,23-Oct-11,1051733,10267,8315,1,1,1.67,3.75,5,1.67,3.8,5.25,1.55,3.7,5.4,1.67,3.75,5,1.67,3.75,5,1.73,4,5
18588,17642,17642,2011/2012,8,23-Oct-11,1042888,10212,10238,1,0,1.67,3.5,5.5,1.67,3.4,5.25,1.65,3.3,4.9,1.67,3.25,4.5,1.7,3.3,5,1.67,3.6,5.5
773,1,1,2011/2012,11,23-Oct-11,1032772,9985,10000,1,0,1.53,4,6,1.5,3.9,6.5,1.45,3.8,5.4,1.44,3.75,6,1.55,3.8,5.5,1.53,4.2,6
